customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status
10035,23,36707,RENT,3,PERSONAL,C,"£9,250.00",16.32,3,Y,4,NO DEFAULT
10036,24,65000,MORTGAGE,6,PERSONAL,A,"£11,000.00",11.49,7,,2,NO DEFAULT
10037,21,39000,RENT,5,PERSONAL,A,"£9,250.00",9.91,1,,4,NO DEFAULT
10038,23,65000,MORTGAGE,7,VENTURE,A,"£14,400.00",7.51,7,,3,NO DEFAULT
10039,23,65000,MORTGAGE,7,EDUCATION,A,"£5,500.00",7.88,3,,3,NO DEFAULT
10040,23,40000,RENT,7,EDUCATION,C,"£9,250.00",16.07,3,,2,NO DEFAULT
10041,26,65000,MORTGAGE,11,HOMEIMPROVEMENT,A,"£10,950.00",7.88,7,,2,NO DEFAULT
10042,22,65000,MORTGAGE,6,MEDICAL,A,"£3,800.00",11.12,2,,4,NO DEFAULT
10043,26,65000,MORTGAGE,6,VENTURE,D,"£22,000.00",17.19,7,,2,NO DEFAULT
10044,22,66800,RENT,2,DEBTCONSOLIDATION,A,"£9,300.00",,2,,3,NO DEFAULT
10045,26,59000,MORTGAGE,,EDUCATION,A,"£9,800.00",11.49,6,N,4,DEFAULT
10046,25,65000,MORTGAGE,6,MEDICAL,A,"£15,000.00",11.86,7,,3,NO DEFAULT
10047,25,65000,OWN,3,VENTURE,A,"£8,700.00",7.88,5,,3,NO DEFAULT
10048,22,65000,MORTGAGE,6,EDUCATION,A,"£10,000.00",7.88,2,,2,NO DEFAULT
10049,23,70522,RENT,7,MEDICAL,B,"£9,325.00",10.91,3,Y,3,NO DEFAULT
10050,23,65000,MORTGAGE,4,MEDICAL,A,"£7,000.00",7.14,3,,3,NO DEFAULT
10051,22,50000,RENT,4,EDUCATION,A,"£9,350.00",7.49,2,,3,NO DEFAULT
10052,24,65000,MORTGAGE,5,VENTURE,A,"£8,000.00",7.51,4,,4,NO DEFAULT
10053,22,30000,RENT,1,PERSONAL,A,"£9,375.00",11.71,2,N,2,DEFAULT
10054,22,65000,MORTGAGE,4,DEBTCONSOLIDATION,B,"£8,100.00",13.11,2,,4,NO DEFAULT
10055,22,65000,MORTGAGE,6,VENTURE,A,"£6,000.00",,2,,2,NO DEFAULT
10056,25,59000,MORTGAGE,9,EDUCATION,A,"£20,000.00",11.36,7,N,2,DEFAULT
10057,26,59000,MORTGAGE,2,HOMEIMPROVEMENT,B,"£20,000.00",13.48,7,Y,3,DEFAULT
10058,24,65000,MORTGAGE,8,PERSONAL,A,"£2,500.00",6.39,4,,3,NO DEFAULT
10059,26,45500,RENT,2,EDUCATION,A,"£9,400.00",9.91,6,,2,NO DEFAULT
10060,23,44000,RENT,2,VENTURE,D,"£9,400.00",16.32,3,Y,3,DEFAULT
10061,26,65000,MORTGAGE,,EDUCATION,A,"£6,000.00",11.36,6,,4,NO DEFAULT
10062,24,65000,OWN,3,PERSONAL,A,"£6,000.00",11.36,4,,2,NO DEFAULT
10063,24,65000,MORTGAGE,0,DEBTCONSOLIDATION,B,"£3,000.00",12.73,4,,3,NO DEFAULT
10064,23,50400,RENT,5,EDUCATION,A,"£9,400.00",9.99,3,,4,NO DEFAULT
10065,22,45000,RENT,6,MEDICAL,B,"£9,425.00",13.49,2,Y,2,NO DEFAULT
10066,23,65000,MORTGAGE,2,DEBTCONSOLIDATION,A,"£4,400.00",11.36,3,,4,NO DEFAULT
10067,24,25000,RENT,3,MEDICAL,A,"£9,450.00",6.62,4,N,4,DEFAULT
10068,23,65000,MORTGAGE,3,PERSONAL,A,"£8,000.00",7.14,3,,4,NO DEFAULT
10069,21,26000,RENT,1,DEBTCONSOLIDATION,C,"£9,450.00",16.77,1,N,2,DEFAULT
10070,24,65000,MORTGAGE,1,EDUCATION,A,"£8,500.00",7.51,4,,2,NO DEFAULT
10071,24,33600,RENT,2,PERSONAL,A,"£9,450.00",7.66,4,N,2,DEFAULT
10072,24,65000,MORTGAGE,7,VENTURE,C,"£14,000.00",15.31,7,Y,4,NO DEFAULT
10073,26,34200,RENT,9,MEDICAL,C,"£9,450.00",15.62,6,N,3,DEFAULT
10074,25,19200,RENT,1,VENTURE,A,"£9,500.00",7.88,5,N,4,DEFAULT
10075,26,65000,OWN,3,MEDICAL,B,"£7,000.00",13.92,6,Y,3,NO DEFAULT
10076,22,65000,OWN,6,MEDICAL,B,"£3,000.00",13.92,2,Y,4,NO DEFAULT
10077,21,20000,RENT,2,VENTURE,A,"£9,500.00",8.9,1,N,4,DEFAULT
10078,23,65000,MORTGAGE,7,EDUCATION,A,"£6,000.00",11.48,3,,4,NO DEFAULT
10079,23,65000,MORTGAGE,4,EDUCATION,A,"£7,500.00",8.59,3,,3,NO DEFAULT
10080,24,23040,RENT,0,DEBTCONSOLIDATION,E,"£9,500.00",19.04,4,Y,4,DEFAULT
10081,22,27000,RENT,0,DEBTCONSOLIDATION,C,"£9,500.00",15.33,2,Y,3,DEFAULT
10082,24,28000,RENT,1,MEDICAL,A,"£9,500.00",5.99,4,N,3,DEFAULT
10083,26,28000,RENT,4,MEDICAL,A,"£9,500.00",8.94,6,N,4,DEFAULT
10084,24,30000,RENT,1,VENTURE,B,"£9,500.00",13.92,4,N,2,DEFAULT
10085,22,32000,RENT,5,PERSONAL,B,"£9,500.00",13.57,2,,3,NO DEFAULT
10086,23,65000,MORTGAGE,2,EDUCATION,A,"£20,000.00",12.18,7,,4,NO DEFAULT
10087,24,37157,RENT,4,MEDICAL,A,"£9,500.00",10.99,4,,2,NO DEFAULT
10088,24,65000,MORTGAGE,1,MEDICAL,A,"£10,000.00",8.59,4,,3,NO DEFAULT
10089,23,34000,RENT,1,VENTURE,B,"£9,500.00",,3,N,3,DEFAULT
10090,24,59000,OWN,2,MEDICAL,D,"£12,000.00",17.74,7,Y,2,DEFAULT
10091,22,59000,OTHER,3,MEDICAL,C,"£12,000.00",,7,Y,3,DEFAULT
10092,22,65000,MORTGAGE,6,VENTURE,A,"£17,000.00",8.94,7,,2,NO DEFAULT
10093,23,41000,RENT,5,EDUCATION,A,"£9,500.00",7.88,3,,2,NO DEFAULT
10094,23,44064,RENT,0,EDUCATION,A,"£9,500.00",11.26,3,,2,NO DEFAULT
10095,25,46000,RENT,1,MEDICAL,A,"£9,500.00",,5,,3,NO DEFAULT
10096,25,46500,RENT,5,EDUCATION,A,"£9,500.00",6.76,5,,3,NO DEFAULT
10097,23,40574,RENT,2,HOMEIMPROVEMENT,C,"£9,500.00",14.74,3,Y,4,DEFAULT
10098,26,47000,RENT,5,PERSONAL,B,"£9,500.00",12.87,6,,4,NO DEFAULT
10099,25,65000,MORTGAGE,0,HOMEIMPROVEMENT,A,"£15,000.00",11.48,7,,4,NO DEFAULT
10100,22,65000,OWN,1,VENTURE,C,"£5,000.00",15.37,2,,4,NO DEFAULT
10101,22,59000,OTHER,1,DEBTCONSOLIDATION,C,"£15,000.00",,7,Y,2,DEFAULT
10102,24,48602,RENT,0,MEDICAL,B,"£9,500.00",12.73,4,,4,NO DEFAULT
10103,24,59000,MORTGAGE,3,DEBTCONSOLIDATION,B,"£6,800.00",12.53,4,Y,4,DEFAULT
10104,22,65000,MORTGAGE,6,VENTURE,A,"£1,500.00",9.32,2,,2,NO DEFAULT
10105,22,50000,RENT,6,MEDICAL,A,"£9,500.00",6.99,2,,2,NO DEFAULT
10106,24,52500,RENT,1,EDUCATION,B,"£9,500.00",14.79,4,Y,3,NO DEFAULT
10107,26,65000,MORTGAGE,6,MEDICAL,A,"£9,250.00",,6,,2,NO DEFAULT
10108,23,54000,RENT,7,MEDICAL,B,"£9,500.00",14.65,3,,2,NO DEFAULT
10109,26,54011,RENT,10,EDUCATION,C,"£9,500.00",16.29,6,,2,NO DEFAULT
10110,24,55000,RENT,5,VENTURE,A,"£9,500.00",9.63,4,,4,NO DEFAULT
10111,23,65000,MORTGAGE,2,EDUCATION,A,"£15,000.00",10.95,7,,3,NO DEFAULT
10112,25,65000,MORTGAGE,6,PERSONAL,B,"£7,500.00",13.47,5,,4,NO DEFAULT
10113,22,56400,RENT,2,DEBTCONSOLIDATION,A,"£9,500.00",8.9,2,,4,NO DEFAULT
10114,22,59000,MORTGAGE,3,DEBTCONSOLIDATION,C,"£19,750.00",14.11,7,Y,3,DEFAULT
10115,25,57000,RENT,2,EDUCATION,A,"£9,500.00",6.17,5,,4,NO DEFAULT
10116,25,57000,RENT,1,HOMEIMPROVEMENT,A,"£9,500.00",12.53,5,,4,NO DEFAULT
10117,25,65000,MORTGAGE,0,DEBTCONSOLIDATION,A,"£2,000.00",7.37,5,,2,NO DEFAULT
10118,22,65000,MORTGAGE,4,EDUCATION,A,"£9,000.00",9.63,2,,3,NO DEFAULT
10119,25,61000,RENT,4,VENTURE,A,"£9,500.00",7.51,5,,2,NO DEFAULT
10120,25,68000,RENT,2,DEBTCONSOLIDATION,A,"£9,500.00",7.14,5,,3,NO DEFAULT
10121,26,65000,MORTGAGE,4,EDUCATION,A,"£5,000.00",11.89,6,,4,NO DEFAULT
10122,23,65000,MORTGAGE,7,VENTURE,B,"£17,600.00",12.72,7,,3,NO DEFAULT
10123,24,58650,RENT,4,MEDICAL,C,"£9,500.00",16.49,4,N,3,DEFAULT
10124,22,69000,RENT,1,HOMEIMPROVEMENT,C,"£9,500.00",15.33,2,Y,4,DEFAULT
10125,26,65000,MORTGAGE,6,EDUCATION,A,"£6,000.00",9.07,6,,3,NO DEFAULT
10126,24,70446,RENT,1,PERSONAL,A,"£9,550.00",7.49,4,,3,NO DEFAULT
10127,22,65000,MORTGAGE,1,PERSONAL,A,"£7,500.00",10.08,2,,4,NO DEFAULT
10128,23,65000,MORTGAGE,7,EDUCATION,A,"£5,125.00",10.71,3,,4,NO DEFAULT
10129,25,65000,OWN,9,PERSONAL,B,"£7,000.00",11.66,5,Y,4,NO DEFAULT
10130,22,43000,RENT,1,DEBTCONSOLIDATION,A,"£9,575.00",6.62,2,,3,NO DEFAULT
10131,22,21600,RENT,0,EDUCATION,A,"£9,600.00",7.49,2,N,2,DEFAULT
10132,23,22000,RENT,3,EDUCATION,B,"£9,600.00",13.16,3,N,2,DEFAULT
10133,25,24000,RENT,9,PERSONAL,A,"£9,600.00",11.71,5,N,4,DEFAULT
10134,21,24000,RENT,4,HOMEIMPROVEMENT,B,"£9,600.00",14.27,1,N,4,DEFAULT
10135,23,24000,RENT,,PERSONAL,A,"£9,600.00",9.99,3,N,4,DEFAULT
10136,23,65000,MORTGAGE,1,EDUCATION,D,"£15,000.00",14.5,7,,4,NO DEFAULT
10137,23,65000,MORTGAGE,7,EDUCATION,A,"£4,000.00",7.75,3,,2,NO DEFAULT
10138,23,65000,MORTGAGE,0,PERSONAL,A,"£12,800.00",8.38,7,,2,NO DEFAULT
10139,23,65000,MORTGAGE,7,PERSONAL,A,"£5,000.00",7.43,3,,4,NO DEFAULT
10140,22,65004,MORTGAGE,5,VENTURE,A,"£12,500.00",6.03,7,,4,NO DEFAULT
10141,22,65004,MORTGAGE,6,MEDICAL,A,"£5,500.00",6.03,2,,2,NO DEFAULT
10142,24,65004,MORTGAGE,8,HOMEIMPROVEMENT,B,"£3,600.00",13.49,4,Y,4,NO DEFAULT
10143,21,28800,RENT,1,EDUCATION,A,"£9,600.00",10.37,1,N,3,DEFAULT
10144,22,65004,OWN,3,VENTURE,A,"£4,000.00",10.99,2,,3,NO DEFAULT
10145,21,65004,MORTGAGE,5,DEBTCONSOLIDATION,A,"£5,000.00",9.99,1,,3,NO DEFAULT
10146,23,33280,RENT,2,VENTURE,B,"£9,600.00",,3,,4,NO DEFAULT
10147,26,33996,RENT,1,MEDICAL,A,"£9,600.00",9.88,6,,2,NO DEFAULT
10148,25,65004,MORTGAGE,9,MEDICAL,A,"£4,500.00",6.92,5,,2,NO DEFAULT
10149,22,65004,MORTGAGE,5,EDUCATION,A,"£6,500.00",,2,,2,NO DEFAULT
10150,22,65004,MORTGAGE,6,MEDICAL,A,"£6,500.00",9.25,2,,4,NO DEFAULT
10151,26,65004,MORTGAGE,7,HOMEIMPROVEMENT,A,"£20,000.00",10.36,7,,3,NO DEFAULT
10152,25,34000,RENT,3,MEDICAL,A,"£9,600.00",7.88,5,,4,NO DEFAULT
10153,23,34560,RENT,5,DEBTCONSOLIDATION,C,"£9,600.00",16.02,3,Y,3,DEFAULT
10154,22,34800,RENT,7,PERSONAL,E,"£9,600.00",19.16,2,Y,2,DEFAULT
10155,25,35000,RENT,5,VENTURE,A,"£9,600.00",9.91,5,,2,NO DEFAULT
10156,23,65004,MORTGAGE,7,PERSONAL,A,"£15,000.00",7.88,7,,3,NO DEFAULT
10157,22,35000,RENT,1,EDUCATION,A,"£9,600.00",11.99,2,,4,NO DEFAULT
10158,23,35400,RENT,4,VENTURE,A,"£9,600.00",11.89,3,,2,NO DEFAULT
10159,21,65004,MORTGAGE,5,MEDICAL,A,"£1,500.00",7.88,1,,4,NO DEFAULT
10160,24,30000,RENT,0,MEDICAL,C,"£9,600.00",14.91,4,Y,4,DEFAULT
10161,22,65004,MORTGAGE,0,EDUCATION,B,"£13,000.00",13.23,7,,2,NO DEFAULT
10162,26,36996,RENT,8,PERSONAL,B,"£9,600.00",11.97,6,Y,4,NO DEFAULT
10163,25,31000,RENT,5,DEBTCONSOLIDATION,C,"£9,600.00",16.77,5,N,3,DEFAULT
10164,23,65004,OWN,5,VENTURE,B,"£7,000.00",12.87,3,Y,2,NO DEFAULT
10165,21,37740,RENT,0,DEBTCONSOLIDATION,B,"£9,600.00",13.11,1,Y,4,NO DEFAULT
10166,26,65004,MORTGAGE,10,HOMEIMPROVEMENT,A,"£5,000.00",11.58,6,,3,NO DEFAULT
10167,23,31800,RENT,7,PERSONAL,B,"£9,600.00",13.48,3,Y,3,DEFAULT
10168,25,65004,MORTGAGE,1,MEDICAL,B,"£5,000.00",13.47,5,Y,3,NO DEFAULT
10169,24,40000,RENT,2,VENTURE,B,"£9,600.00",14.65,4,,4,NO DEFAULT
10170,26,40000,RENT,3,VENTURE,B,"£9,600.00",14.27,6,,4,NO DEFAULT
10171,25,34000,RENT,7,PERSONAL,C,"£9,600.00",14.54,5,N,2,DEFAULT
10172,23,65100,MORTGAGE,1,MEDICAL,B,"£9,000.00",14.79,3,Y,4,NO DEFAULT
10173,24,65158,MORTGAGE,9,VENTURE,A,"£18,000.00",10.25,7,,4,NO DEFAULT
10174,22,40000,RENT,0,MEDICAL,B,"£9,600.00",14.72,2,Y,2,NO DEFAULT
10175,22,65200,MORTGAGE,1,DEBTCONSOLIDATION,A,"£4,000.00",7.14,2,,4,NO DEFAULT
10176,24,65200,MORTGAGE,5,MEDICAL,A,"£3,000.00",11.26,4,,3,NO DEFAULT
10177,21,65253,MORTGAGE,5,VENTURE,A,"£16,075.00",,7,,3,NO DEFAULT
10178,23,65280,OWN,4,MEDICAL,A,"£18,000.00",10.99,7,,4,NO DEFAULT
10179,22,65338,MORTGAGE,6,EDUCATION,A,"£6,500.00",11.71,2,,4,NO DEFAULT
10180,23,65400,MORTGAGE,4,VENTURE,C,"£20,000.00",15.05,7,Y,4,NO DEFAULT
10181,22,36000,RENT,3,EDUCATION,C,"£9,600.00",17.27,2,Y,4,DEFAULT
10182,22,65416,MORTGAGE,6,EDUCATION,A,"£8,000.00",6.92,2,,2,NO DEFAULT
10183,25,65454,MORTGAGE,9,DEBTCONSOLIDATION,A,"£8,400.00",11.99,5,,2,NO DEFAULT
10184,21,65496,MORTGAGE,3,VENTURE,A,"£13,250.00",10.37,7,,4,NO DEFAULT
10185,22,42500,RENT,1,EDUCATION,B,"£9,600.00",11.22,2,Y,2,NO DEFAULT
10186,23,65500,MORTGAGE,3,PERSONAL,A,"£16,800.00",,7,,2,NO DEFAULT
10187,25,37200,RENT,6,HOMEIMPROVEMENT,A,"£9,600.00",5.99,5,N,4,DEFAULT
10188,22,39000,RENT,5,PERSONAL,C,"£9,600.00",16.77,2,Y,2,DEFAULT
10189,22,45000,RENT,2,EDUCATION,B,"£9,600.00",12.73,2,,3,NO DEFAULT
10190,24,65544,OWN,4,EDUCATION,A,"£5,000.00",10.74,4,,2,NO DEFAULT
10191,21,65592,MORTGAGE,5,EDUCATION,C,"£3,600.00",15.99,1,Y,3,NO DEFAULT
10192,23,45000,RENT,2,EDUCATION,A,"£9,600.00",10.25,3,,2,NO DEFAULT
10193,21,45000,RENT,3,MEDICAL,A,"£9,600.00",12.18,1,,3,NO DEFAULT
10194,25,59600,MORTGAGE,5,EDUCATION,D,"£6,000.00",16.45,5,N,4,DEFAULT
10195,26,59600,MORTGAGE,9,VENTURE,D,"£21,000.00",16.45,7,N,2,DEFAULT
10196,24,65600,MORTGAGE,8,VENTURE,A,"£10,000.00",,4,,3,NO DEFAULT
10197,25,65600,MORTGAGE,1,MEDICAL,B,"£10,000.00",11.78,5,Y,2,NO DEFAULT
10198,25,65707,MORTGAGE,1,EDUCATION,C,"£2,000.00",14.59,5,,3,NO DEFAULT
10199,22,46000,RENT,0,DEBTCONSOLIDATION,A,"£9,600.00",10.99,2,,4,NO DEFAULT
10200,23,65748,MORTGAGE,6,EDUCATION,A,"£8,800.00",9.63,3,,3,NO DEFAULT
10201,22,65856,MORTGAGE,6,MEDICAL,B,"£16,800.00",13.92,7,,2,NO DEFAULT
10202,26,48000,RENT,0,EDUCATION,B,"£9,600.00",12.73,6,Y,3,NO DEFAULT
10203,24,50000,RENT,0,HOMEIMPROVEMENT,A,"£9,600.00",7.51,4,,3,NO DEFAULT
10204,24,59964,MORTGAGE,0,DEBTCONSOLIDATION,A,"£1,275.00",10.99,4,N,4,DEFAULT
10205,23,50000,RENT,2,EDUCATION,B,"£9,600.00",14.26,3,,3,NO DEFAULT
10206,24,50500,RENT,7,HOMEIMPROVEMENT,A,"£9,600.00",,4,,2,NO DEFAULT
10207,25,51000,RENT,0,MEDICAL,B,"£9,600.00",,5,Y,2,NO DEFAULT
10208,24,66000,MORTGAGE,8,PERSONAL,C,"£15,000.00",18.25,7,,4,NO DEFAULT
10209,24,45000,RENT,7,DEBTCONSOLIDATION,C,"£9,600.00",15.31,4,Y,3,DEFAULT
10210,26,66000,OWN,0,HOMEIMPROVEMENT,B,"£18,000.00",13.49,7,Y,3,NO DEFAULT
10211,26,60000,MORTGAGE,0,MEDICAL,A,"£5,000.00",7.9,6,N,2,DEFAULT
10212,26,53000,RENT,7,VENTURE,A,"£9,600.00",11.71,6,,2,NO DEFAULT
10213,21,53000,RENT,3,PERSONAL,C,"£9,600.00",,1,Y,4,NO DEFAULT
10214,22,53000,RENT,2,VENTURE,A,"£9,600.00",7.66,2,,4,NO DEFAULT
10215,23,66000,MORTGAGE,7,VENTURE,A,"£15,000.00",6.03,7,,4,NO DEFAULT
10216,22,66000,MORTGAGE,,EDUCATION,A,"£6,000.00",7.9,2,,3,NO DEFAULT
10217,22,54000,RENT,6,PERSONAL,A,"£9,600.00",7.9,2,,4,NO DEFAULT
10218,22,66000,MORTGAGE,0,EDUCATION,A,"£6,000.00",7.51,2,,2,NO DEFAULT
10219,22,66000,OWN,6,EDUCATION,A,"£5,000.00",7.9,2,,4,NO DEFAULT
10220,22,66000,OWN,6,DEBTCONSOLIDATION,C,"£7,500.00",17.58,2,Y,4,NO DEFAULT
10221,25,60000,MORTGAGE,5,HOMEIMPROVEMENT,B,"£8,000.00",14.27,5,N,3,DEFAULT
10222,23,66000,MORTGAGE,5,VENTURE,A,"£6,000.00",6.62,3,,2,NO DEFAULT
10223,25,49000,RENT,10,EDUCATION,A,"£9,600.00",7.51,5,N,2,DEFAULT
10224,22,55000,RENT,3,MEDICAL,A,"£9,600.00",8.9,2,,4,NO DEFAULT
10225,23,55000,RENT,7,VENTURE,A,"£9,600.00",7.49,3,,2,NO DEFAULT
10226,26,55000,RENT,4,VENTURE,A,"£9,600.00",7.66,6,,2,NO DEFAULT
10227,22,49000,RENT,3,DEBTCONSOLIDATION,C,"£9,600.00",,2,N,2,DEFAULT
10228,23,66000,MORTGAGE,4,VENTURE,A,"£3,000.00",,3,,4,NO DEFAULT
10229,22,60000,MORTGAGE,,EDUCATION,A,"£14,000.00",7.49,7,N,2,DEFAULT
10230,25,66000,OWN,9,PERSONAL,A,"£15,000.00",7.49,7,,4,NO DEFAULT
10231,22,66000,OWN,1,VENTURE,B,"£15,000.00",14.79,7,Y,3,NO DEFAULT
10232,26,58000,RENT,10,EDUCATION,B,"£9,600.00",13.99,6,Y,4,NO DEFAULT
10233,23,60000,RENT,0,EDUCATION,B,"£9,600.00",14.65,3,Y,2,NO DEFAULT
10234,22,60000,RENT,4,PERSONAL,A,"£9,600.00",7.9,2,,3,NO DEFAULT
10235,25,60000,RENT,9,DEBTCONSOLIDATION,A,"£9,600.00",7.9,5,,2,NO DEFAULT
10236,26,66000,MORTGAGE,7,PERSONAL,A,"£4,000.00",11.99,6,,2,NO DEFAULT
10237,23,66000,MORTGAGE,8,EDUCATION,A,"£8,750.00",9.99,3,,2,NO DEFAULT
10238,23,54000,RENT,2,PERSONAL,E,"£9,600.00",20.62,3,Y,2,DEFAULT
10239,25,54000,RENT,5,HOMEIMPROVEMENT,C,"£9,600.00",15.62,5,N,2,DEFAULT
10240,25,66000,MORTGAGE,9,MEDICAL,A,"£6,600.00",11.49,5,,4,NO DEFAULT
10241,22,66000,MORTGAGE,6,DEBTCONSOLIDATION,A,"£10,000.00",11.49,2,,3,NO DEFAULT
10242,23,66000,MORTGAGE,,PERSONAL,A,"£10,000.00",5.42,3,,3,NO DEFAULT
10243,26,66000,MORTGAGE,10,DEBTCONSOLIDATION,A,"£15,500.00",7.49,7,,2,NO DEFAULT
10244,24,66000,MORTGAGE,7,VENTURE,B,"£11,200.00",13.99,7,,2,NO DEFAULT
10245,21,66000,MORTGAGE,5,EDUCATION,A,"£4,500.00",7.49,1,,2,NO DEFAULT
10246,25,63000,RENT,5,EDUCATION,C,"£9,600.00",14.46,5,Y,4,NO DEFAULT
10247,23,66000,MORTGAGE,7,VENTURE,A,"£2,700.00",10.74,3,,3,NO DEFAULT
10248,22,66000,MORTGAGE,6,PERSONAL,A,"£12,000.00",5.79,7,,3,NO DEFAULT
10249,22,65000,RENT,6,PERSONAL,B,"£9,600.00",12.99,2,Y,4,NO DEFAULT
10250,26,59000,RENT,3,EDUCATION,A,"£9,600.00",7.49,6,N,3,DEFAULT
10251,23,66000,MORTGAGE,7,PERSONAL,A,"£10,000.00",9.63,3,,4,NO DEFAULT
10252,22,65000,RENT,3,MEDICAL,B,"£9,600.00",11.97,2,,2,NO DEFAULT
10253,26,66000,MORTGAGE,6,DEBTCONSOLIDATION,A,"£7,000.00",9.63,6,,2,NO DEFAULT
10254,24,65450,RENT,7,DEBTCONSOLIDATION,A,"£9,600.00",8.49,4,,2,NO DEFAULT
10255,24,66000,RENT,8,PERSONAL,A,"£9,600.00",11.26,4,,3,NO DEFAULT
10256,21,66000,MORTGAGE,5,MEDICAL,A,"£18,000.00",6.91,7,,3,NO DEFAULT
10257,22,68004,RENT,4,DEBTCONSOLIDATION,A,"£9,600.00",7.51,2,,2,NO DEFAULT
10258,24,66000,MORTGAGE,8,MEDICAL,A,"£15,000.00",6.54,7,,4,NO DEFAULT
10259,24,69996,RENT,1,EDUCATION,A,"£9,600.00",11.71,4,,4,NO DEFAULT
10260,22,66000,MORTGAGE,6,VENTURE,A,"£2,400.00",,2,,2,NO DEFAULT
10261,26,64000,RENT,0,EDUCATION,B,"£9,600.00",11.97,6,N,4,DEFAULT
10262,22,66000,MORTGAGE,4,DEBTCONSOLIDATION,A,"£2,700.00",6.76,2,,3,NO DEFAULT
10263,23,70560,RENT,1,MEDICAL,A,"£9,600.00",7.9,3,,4,NO DEFAULT
10264,25,66000,MORTGAGE,4,HOMEIMPROVEMENT,B,"£15,000.00",14.35,7,,4,NO DEFAULT
10265,22,66000,MORTGAGE,5,DEBTCONSOLIDATION,A,"£8,500.00",7.51,2,,2,NO DEFAULT
10266,23,66000,MORTGAGE,3,VENTURE,A,"£6,000.00",7.88,3,,2,NO DEFAULT
10267,22,66000,MORTGAGE,,VENTURE,A,"£3,000.00",7.51,2,,3,NO DEFAULT
10268,23,66000,MORTGAGE,0,PERSONAL,A,"£7,800.00",7.88,3,,3,NO DEFAULT
10269,25,71000,RENT,5,HOMEIMPROVEMENT,A,"£9,600.00",5.79,5,,4,NO DEFAULT
10270,22,72576,RENT,7,EDUCATION,A,"£9,600.00",7.29,2,,3,NO DEFAULT
10271,24,73000,RENT,5,MEDICAL,B,"£9,600.00",13.92,4,Y,3,NO DEFAULT
10272,25,75000,RENT,8,PERSONAL,A,"£9,600.00",12.69,5,,3,NO DEFAULT
10273,26,75000,RENT,2,PERSONAL,A,"£9,600.00",10,6,,4,NO DEFAULT
10274,24,66000,MORTGAGE,5,DEBTCONSOLIDATION,A,"£13,000.00",10.25,7,,2,NO DEFAULT
10275,23,66000,MORTGAGE,7,VENTURE,A,"£5,000.00",9.88,3,,4,NO DEFAULT
10276,21,78000,RENT,3,DEBTCONSOLIDATION,B,"£9,600.00",,1,Y,3,NO DEFAULT
10277,21,66000,MORTGAGE,4,DEBTCONSOLIDATION,A,"£7,000.00",7.88,1,,2,NO DEFAULT
10278,22,66000,MORTGAGE,7,PERSONAL,A,"£20,000.00",10.25,7,,4,NO DEFAULT
10279,26,60000,MORTGAGE,7,EDUCATION,C,"£15,000.00",14.59,7,Y,4,DEFAULT
10280,23,60000,MORTGAGE,5,DEBTCONSOLIDATION,B,"£5,600.00",14.22,3,Y,4,DEFAULT
10281,23,80000,RENT,2,PERSONAL,A,"£9,600.00",7.88,3,,4,NO DEFAULT
10282,26,66000,MORTGAGE,5,MEDICAL,A,"£15,000.00",9.88,7,,4,NO DEFAULT
10283,26,80000,RENT,4,EDUCATION,A,"£9,600.00",,6,,2,NO DEFAULT
10284,23,66000,MORTGAGE,1,EDUCATION,A,"£13,200.00",11.14,7,,4,NO DEFAULT
10285,25,80000,RENT,2,EDUCATION,A,"£9,600.00",12.21,5,,4,NO DEFAULT
10286,22,66000,MORTGAGE,4,EDUCATION,A,"£17,500.00",11.48,7,,3,NO DEFAULT
10287,22,81960,RENT,6,PERSONAL,A,"£9,600.00",7.29,2,,2,NO DEFAULT
10288,25,83000,RENT,3,EDUCATION,A,"£9,600.00",10.99,5,,2,NO DEFAULT
10289,24,77964,RENT,4,DEBTCONSOLIDATION,C,"£9,600.00",14.42,4,N,2,DEFAULT
10290,23,85000,RENT,2,MEDICAL,A,"£9,600.00",10.99,3,,4,NO DEFAULT
10291,26,60000,MORTGAGE,9,PERSONAL,A,"£10,000.00",12.21,6,N,4,DEFAULT
10292,25,66000,MORTGAGE,0,HOMEIMPROVEMENT,A,"£18,500.00",12.21,7,,2,NO DEFAULT
10293,22,73000,RENT,0,PERSONAL,A,"£9,600.00",8.94,2,N,3,DEFAULT
10294,24,85392,RENT,9,EDUCATION,A,"£9,600.00",7.29,4,,3,NO DEFAULT
10295,23,88000,RENT,7,PERSONAL,A,"£9,600.00",5.79,3,,3,NO DEFAULT
10296,22,66000,MORTGAGE,6,EDUCATION,B,"£15,000.00",11.72,7,Y,2,NO DEFAULT
10297,25,66000,MORTGAGE,7,MEDICAL,B,"£5,875.00",10.91,5,Y,4,NO DEFAULT
10298,26,90000,RENT,2,DEBTCONSOLIDATION,B,"£9,600.00",13.85,6,Y,4,NO DEFAULT
10299,25,66125,MORTGAGE,2,EDUCATION,B,"£4,000.00",12.53,5,Y,4,NO DEFAULT
10300,25,78000,RENT,0,DEBTCONSOLIDATION,C,"£9,600.00",14.11,5,Y,4,DEFAULT
10301,24,94000,RENT,6,PERSONAL,B,"£9,600.00",12.99,4,Y,2,NO DEFAULT
